tiltX,tiltY,tiltZ,accAngleX,accAngleY,accAngleZ,gyroX,gyroY,gyroZ,Click,RotDir,RotVal
-2.21,-81.68,85.52,81.68,-77.93,0.65,141,99,34,1,RIGHT,0
-1.30,-84.35,84.75,84.35,-71.44,0.17,-81,467,5,1,RIGHT,0
-2.35,-84.41,85.21,84.41,-82.59,0.56,85,231,19,0,RIGHT,0
-1.86,-79.71,87.68,79.71,-80.38,0.44,-47,212,17,0,RIGHT,0
3.39,-85.10,85.08,85.10,85.63,0.41,85,882,-171,0,RIGHT,0
-2.09,-83.48,84.80,83.48,-76.89,0.33,-162,303,-11,0,RIGHT,0
-1.61,-89.75,85.33,89.75,-68.57,0.64,82,347,9,0,RIGHT,0
-2.52,-82.00,86.49,82.00,-81.77,0.65,108,153,21,0,RIGHT,0
1.25,-86.33,84.41,86.33,74.90,0.30,-113,257,-50,1,RIGHT,0
-0.31,-85.97,85.15,85.97,-34.81,0.53,402,-17,32,0,RIGHT,0
-1.88,-85.38,84.43,85.38,-78.37,0.23,207,327,5,1,RIGHT,0
-0.53,-88.13,78.28,88.13,-67.25,0.68,353,590,37,0,RIGHT,0
-1.27,-88.19,85.80,88.19,-76.33,0.34,339,-229,-40,0,RIGHT,0
-1.99,-87.54,86.20,87.54,-77.71,0.39,-37,786,-3,0,RIGHT,0
-1.77,-88.63,85.68,88.63,-70.20,0.65,124,399,-10,1,RIGHT,0
2.28,-27.77,89.77,27.77,81.39,0.43,-273,-23,85,0,RIGHT,0
-0.89,-88.00,85.05,88.00,-59.58,0.54,-40,17,56,0,RIGHT,0
-0.96,-85.56,84.84,85.56,-71.05,0.39,102,390,12,0,RIGHT,0
-99.34,-73.14,-50.69,73.14,-87.50,167.16,1278,240,-105,0,RIGHT,0
2.19,-88.77,74.70,88.77,83.75,0.25,-42,-1,11,0,RIGHT,0
-1.68,-83.41,84.71,83.41,-69.99,0.46,196,363,40,0,RIGHT,0
-2.56,86.45,94.56,-86.45,-80.77,0.09,-821,23,176,1,RIGHT,0
0.86,-85.82,85.41,85.82,64.77,0.51,-321,386,0,0,RIGHT,0
-1.33,-83.39,86.17,83.39,-71.85,0.57,79,229,-4,0,RIGHT,0
-1.77,-83.52,85.49,83.52,-80.92,0.49,63,242,24,0,RIGHT,0
-1.26,-83.12,84.85,83.12,-79.62,0.61,196,263,4,0,RIGHT,0
0.09,-89.23,85.65,89.23,26.05,0.22,-125,311,19,0,RIGHT,0
3.58,87.22,96.94,-87.22,84.60,0.24,652,102,54,0,RIGHT,0
-0.33,-84.75,85.04,84.75,-31.46,0.55,14,384,-43,0,RIGHT,0
3.02,23.26,90.20,-23.26,82.89,0.39,-279,-423,-292,0,RIGHT,0
28.54,86.76,94.69,-86.76,89.12,0.10,-1746,-163,-3864,1,RIGHT,0
9.06,-84.86,85.68,84.86,87.62,0.25,-822,-138,-3676,0,RIGHT,0
-2.38,-85.78,85.35,85.78,-74.59,0.54,79,320,-184,0,RIGHT,0
-2.09,-81.75,85.80,81.75,-87.10,0.56,108,348,27,0,RIGHT,0
-1.76,-82.59,85.25,82.59,-74.87,0.51,101,304,3,0,RIGHT,0
-1.69,-84.55,85.24,84.55,-72.22,0.13,72,270,13,0,RIGHT,0
-1.31,-84.69,85.58,84.69,-68.65,0.52,66,288,31,0,RIGHT,0
-1.59,-82.49,85.95,82.49,-68.48,0.55,65,287,22,0,RIGHT,0
-1.24,-83.07,85.26,83.07,-78.44,0.61,47,276,6,0,RIGHT,0
-1.59,-86.19,85.81,86.19,-73.24,0.51,94,259,-10,0,RIGHT,0
-1.34,-82.22,85.48,82.22,-66.36,0.54,90,283,11,0,RIGHT,0
-1.30,-83.51,85.77,83.51,-67.95,0.39,68,277,-4,0,RIGHT,0
-1.37,-83.44,85.44,83.44,-78.00,0.60,59,305,6,0,RIGHT,0
9.24,-88.56,71.36,88.56,87.54,0.39,-825,-154,538,0,RIGHT,0
1.36,-87.25,82.75,87.25,67.76,0.56,86,288,5359,0,RIGHT,0
0.52,84.86,94.46,-84.86,44.28,0.06,255,-993,521,0,RIGHT,0
1.67,-88.39,69.18,88.39,78.51,0.75,176,1596,1058,0,LEFT,-1
0.35,-86.81,81.65,86.81,30.96,0.61,336,-241,1734,0,LEFT,-1
1.05,-84.80,86.58,84.80,84.51,0.40,-300,342,1035,0,LEFT,-1
-54.24,-85.70,61.31,85.70,-87.91,1.86,1395,850,637,0,LEFT,-1
-5.26,-89.52,61.79,89.52,-86.73,0.79,410,-554,2021,0,LEFT,-2
165.91,-89.92,-20.48,89.92,89.10,180.00,4054,4792,323,0,LEFT,-2
3.41,-81.09,85.30,81.09,80.24,0.66,64,356,-678,0,LEFT,-3
4.19,-83.33,86.34,83.33,84.20,0.28,-234,955,-992,0,LEFT,-3
-3.68,-85.74,84.43,85.74,-84.50,0.49,203,207,-284,0,LEFT,-3
2.26,-77.15,88.70,77.15,84.97,0.24,-579,113,94,0,LEFT,-3
-1.67,-83.46,84.58,83.46,-82.52,0.38,67,101,43,0,LEFT,-3
-3.99,-84.39,85.45,84.39,-83.13,0.19,815,-329,-287,0,LEFT,-3
-10.67,-82.52,85.59,82.52,-86.21,0.56,1300,82,-342,0,LEFT,-3
1.61,-82.96,87.34,82.96,84.11,0.39,-1012,481,-1405,0,LEFT,-3
-1.16,-76.26,87.77,76.26,-61.37,0.38,255,300,-103,0,LEFT,-3
-4.46,86.50,92.65,-86.50,-84.16,0.42,-33,162,-1268,0,LEFT,-3
6.06,-83.70,85.27,83.70,86.72,0.41,1678,420,442,0,LEFT,-3
11.33,-85.28,84.89,85.28,87.76,0.60,-1312,1300,-1170,0,LEFT,-6
5.08,-89.10,75.34,89.10,84.62,0.49,-994,552,865,0,LEFT,-7
-2.49,-88.92,78.55,88.92,-87.04,0.40,156,-74,1300,0,LEFT,-7
-55.35,87.04,125.11,-87.04,-88.31,1.88,1048,738,-1171,0,LEFT,-7
0.79,-88.16,74.57,88.16,59.94,0.50,2041,-298,760,0,LEFT,-7
1.57,-85.27,83.74,85.27,71.68,0.00,-87,378,-165,0,LEFT,-7
-2.62,-84.97,85.97,84.97,-78.41,0.56,183,251,-34,0,LEFT,-7
-2.15,-83.61,85.52,83.61,-73.27,0.17,30,315,-34,0,LEFT,-7
21.16,62.29,90.59,-62.29,89.32,0.19,-573,-4939,-2451,0,LEFT,-7
-10.14,87.74,110.24,-87.74,-84.26,0.68,1815,-256,-1437,0,LEFT,-7
12.63,-87.56,82.74,87.56,88.39,0.30,-4596,-5507,-2139,0,LEFT,-7
-24.43,87.53,99.32,-87.53,-88.44,0.36,835,980,-4470,0,LEFT,-7
8.09,79.98,91.66,-79.98,87.64,0.42,343,-723,-3067,0,LEFT,-7
6.04,-87.44,80.47,87.44,85.62,0.59,-230,18780,-272,0,LEFT,-7
-1.04,87.80,99.39,-87.80,-70.44,0.12,4354,16723,3418,0,LEFT,-7
1.52,87.87,101.49,-87.87,84.81,0.27,7517,27112,784,0,LEFT,-7
11.86,89.05,103.06,-89.05,87.85,0.42,14836,32583,1822,0,LEFT,-7
57.07,89.35,162.67,-89.35,88.34,1.38,24174,32767,-6298,0,LEFT,-7
37.82,-86.75,86.65,86.75,89.93,0.20,11360,32767,-11308,0,LEFT,-7
45.00,90.00,123.46,-90.00,89.70,0.30,5799,13931,-11837,0,LEFT,-7
155.65,89.52,-161.87,-89.52,85.52,178.39,11220,11568,-13582,0,LEFT,-7
169.78,89.66,-159.61,-89.66,86.29,178.73,14023,-4047,4172,0,LEFT,-7
172.63,89.92,-165.01,-89.92,81.83,179.05,-8915,-17993,32443,0,LEFT,-7
59.63,89.40,157.64,-89.40,89.42,2.07,-23120,-24634,32767,0,LEFT,-7
47.11,87.68,99.25,-87.68,89.23,0.31,-32768,-32768,32767,0,LEFT,-7
33.81,87.97,116.59,-87.97,88.95,0.40,-32768,-32768,18858,0,LEFT,-7
109.07,-89.81,-13.59,89.81,89.77,179.60,-32768,-28601,640,0,LEFT,-7
-4.63,-88.85,61.87,88.85,-86.74,0.56,-32768,-32768,-1675,0,LEFT,-7
-16.84,-89.02,56.60,89.02,-87.48,0.54,-32768,-28260,-8688,0,LEFT,-7
-0.90,-89.07,71.85,89.07,-73.13,0.32,-32768,-21909,-13050,0,LEFT,-7
-15.58,-89.39,49.37,89.39,-87.94,0.73,-31397,-17522,-9463,0,LEFT,-7
-29.20,-89.50,47.96,89.50,-88.73,0.63,-24494,-936,-5155,0,LEFT,-7
-16.15,-89.39,45.62,89.39,-89.23,0.56,-8581,17489,-1002,0,LEFT,-7
-27.87,-88.97,42.41,88.97,-88.90,0.72,-7544,14054,1484,0,LEFT,-7
-15.35,-89.12,56.55,89.12,-89.84,0.54,-7491,20754,3162,0,LEFT,-7
-17.54,-88.90,68.48,88.90,-89.20,0.39,63,29401,-1105,0,LEFT,-7
-15.92,-89.48,66.03,89.48,-88.61,0.38,3313,32311,-2251,0,LEFT,-7
-10.24,-84.57,86.67,84.57,-88.85,0.12,3567,31279,-2282,0,LEFT,-7
-9.63,-85.15,85.83,85.15,-89.92,0.13,11625,31535,5791,0,LEFT,-7
-15.77,89.72,107.30,-89.72,-88.94,0.44,22992,32767,5947,0,LEFT,-7
-31.72,87.96,109.18,-87.96,-89.42,0.29,21484,32767,-5524,0,LEFT,-7
-28.17,89.66,154.06,-89.66,-88.77,1.16,13726,32767,-10664,0,LEFT,-7
-7.27,88.78,133.92,-88.78,-79.39,0.46,11749,32767,-10954,0,LEFT,-7
-120.78,88.40,-141.79,-88.40,-88.90,179.13,13523,21066,-20771,0,LEFT,-7
-127.38,85.59,-100.41,-85.59,-89.39,179.87,20617,-2212,-30973,0,LEFT,-7
25.74,-89.76,45.00,89.76,89.99,0.24,20278,-1200,-31065,0,LEFT,-7
-143.54,89.71,-102.83,-89.71,-89.82,179.85,29449,-14094,-32768,0,LEFT,-7
-90.95,89.66,-178.03,-89.66,-89.49,156.39,31612,-11142,-32768,0,LEFT,-7
-74.71,89.13,155.83,-89.13,-89.43,1.03,32767,-6565,-22176,0,LEFT,-7
-73.43,89.36,141.87,-89.36,-89.87,1.50,32767,-17330,-10106,0,LEFT,-7
-66.50,89.35,132.62,-89.35,-89.77,0.79,32767,-16764,-6104,0,LEFT,-7
-62.40,89.81,121.79,-89.81,-89.68,0.60,32767,-16388,175,0,LEFT,-7
-49.04,89.29,116.47,-89.29,-89.86,0.09,32767,-3151,17322,0,LEFT,-7
-32.24,88.92,107.64,-88.92,-89.52,0.54,32767,3227,32767,0,LEFT,-7
-19.20,88.99,114.85,-88.99,-88.76,0.60,32767,-10428,32767,0,LEFT,-7
-37.02,89.17,126.38,-89.17,-89.19,0.50,32767,2939,32767,0,LEFT,-7
-35.36,86.90,109.77,-86.90,-88.46,0.92,20296,1709,32767,0,LEFT,-7
-23.91,-87.93,48.66,87.93,-87.79,2.38,6378,-6392,32767,0,LEFT,-7
-74.78,-89.37,30.75,89.37,-88.39,1.47,-7180,17535,27968,0,LEFT,-7
-58.98,-88.75,43.42,88.75,-89.60,1.02,-20161,15365,32767,0,LEFT,-7
-79.30,-89.48,10.49,89.48,-89.29,4.24,-23317,7591,32767,0,LEFT,-7
-60.85,-89.74,25.94,89.74,-89.75,0.64,-22975,-4562,32767,0,LEFT,-7
-30.05,-89.46,47.92,89.46,-89.45,0.25,-15857,-1775,29757,0,LEFT,-7
-135.00,-90.00,-45.00,90.00,-90.00,180.00,-311,9803,13763,0,LEFT,-7
-27.31,-89.70,47.32,89.70,-89.78,0.30,-6937,-1694,6093,0,LEFT,-7
66.01,-89.85,9.93,89.85,89.77,0.66,-1107,-2630,-7956,0,LEFT,-7
-25.92,-89.70,37.07,89.70,-89.54,0.22,612,1708,-18382,0,LEFT,-7
-30.26,-89.29,40.97,89.29,-89.51,0.31,-3224,7781,-32768,0,LEFT,-7
-35.39,-89.26,40.56,89.26,-88.98,0.76,-6527,6447,-32768,0,LEFT,-7
-41.74,-89.37,36.71,89.37,-89.41,0.68,-15538,7033,-32768,0,LEFT,-7
-41.75,-89.38,43.11,89.38,-88.85,0.87,-21256,13734,-32768,0,LEFT,-7
-29.79,-80.19,83.19,80.19,-87.86,1.14,-32768,32767,-32768,0,LEFT,-7
8.84,89.42,111.35,-89.42,88.98,0.28,-32768,28867,-26293,0,LEFT,-7
-12.75,88.02,101.72,-88.02,-88.55,0.23,-32768,23206,-17902,0,LEFT,-7
-62.12,85.38,108.58,-85.38,-89.35,1.01,-32768,7471,-12320,0,LEFT,-7
-48.39,88.80,120.93,-88.80,-89.69,0.54,-32768,13759,586,0,LEFT,-7
-86.80,89.75,172.18,-89.75,-89.68,6.75,-32768,18378,10415,0,LEFT,-7
-62.82,89.53,133.52,-89.53,-89.82,0.71,-32768,30470,21022,0,LEFT,-7
-79.62,89.91,158.58,-89.91,-89.59,2.25,-32768,32767,25643,0,LEFT,-7
-90.33,89.50,-179.53,-89.50,-89.69,171.68,-32768,32767,32527,0,LEFT,-7
-98.19,89.75,-166.01,-89.75,-89.61,176.90,-32768,32767,31120,0,LEFT,-7
-103.91,89.55,-162.51,-89.55,-89.68,178.08,-26924,32767,31219,0,LEFT,-7
-120.68,89.48,-147.24,-89.48,-89.27,178.86,-13841,31902,32767,0,LEFT,-7
-120.66,89.54,-159.74,-89.54,-89.31,178.03,-18531,25470,32767,0,LEFT,-7
-164.15,-86.09,-87.29,86.09,-89.02,179.73,-12524,19421,29592,0,LEFT,-7
-167.91,-86.40,-80.88,86.40,-88.90,179.38,-13554,15756,18430,0,LEFT,-7
-174.56,-88.57,-67.33,88.57,-86.41,179.40,-20546,7458,-1326,0,LEFT,-7
-172.54,-89.60,-61.45,89.60,-83.60,179.47,-19465,-2362,-31639,0,LEFT,-7
-175.56,-88.55,-69.93,88.55,-83.73,179.80,-10579,-9245,-32768,0,LEFT,-7
-168.24,-87.71,-77.82,87.71,-88.62,179.22,-6407,-12402,-32768,0,LEFT,-7
-134.12,83.70,-95.17,-83.70,-89.18,179.78,19315,359,-32768,0,LEFT,-7
-114.95,85.67,-108.12,-85.67,-89.41,179.28,30884,-4009,-32768,0,LEFT,-7
-101.95,88.43,-140.02,-88.43,-89.83,178.03,32767,-6477,-32768,0,LEFT,-7
-97.66,87.94,-148.32,-87.94,-89.68,179.05,32767,-10134,-32768,0,LEFT,-7
-87.90,88.00,168.08,-88.00,-89.71,11.39,32767,-11207,-28382,0,LEFT,-7
-73.07,88.32,120.90,-88.32,-89.81,1.29,32767,-12486,-11057,0,LEFT,-7
-73.95,12.38,90.28,-12.38,-89.63,0.28,32767,-15099,5170,0,LEFT,-7
-52.79,89.07,108.78,-89.07,-89.27,0.73,32767,-30336,9086,0,LEFT,-7
-8.26,83.85,93.57,-83.85,-87.96,0.33,32767,-21369,27616,0,LEFT,-7
-36.70,-86.21,67.16,86.21,-88.53,0.81,25971,-15182,32767,0,LEFT,-7
-15.31,-89.43,52.07,89.43,-88.50,0.87,10490,-6860,24968,0,LEFT,-7
-31.24,-89.50,50.32,89.50,-88.83,0.08,5406,17678,21761,0,LEFT,-7
-19.81,-88.50,71.30,88.50,-88.68,0.39,-493,27918,19870,0,LEFT,-7
-15.36,-89.14,67.74,89.14,-89.47,0.40,-5696,17332,12729,0,LEFT,-7
-13.36,-88.80,72.99,88.80,-88.48,0.46,-1188,13879,6439,0,LEFT,-7
-11.29,-88.11,76.69,88.11,-88.58,0.14,47,11184,7106,0,LEFT,-7
-21.46,-88.69,63.36,88.69,-88.43,0.75,-340,9563,4641,0,LEFT,-7
-16.26,-86.33,80.87,86.33,-88.56,0.54,-2693,5024,868,0,LEFT,-7
-10.59,-87.09,82.69,87.09,-86.95,0.49,1304,5058,3939,0,LEFT,-7
-12.23,-56.29,89.62,56.29,-88.16,0.44,4040,8743,2260,0,LEFT,-7
-4.31,85.04,94.32,-85.04,-83.14,0.67,3852,6330,652,0,LEFT,-7
-11.99,74.57,91.51,-74.57,-88.46,0.22,-407,-1059,-2756,0,LEFT,-7
-15.53,86.02,96.84,-86.02,-87.64,0.63,-3458,-1746,-5489,1,LEFT,0
-10.12,86.04,92.73,-86.04,-88.36,0.57,-2454,-404,-2025,0,LEFT,0
-10.03,71.41,91.82,-71.41,-89.67,0.52,2632,-121,-928,0,LEFT,0
-10.16,-61.91,89.39,61.91,-86.81,0.73,2659,-6062,45,0,LEFT,0
-8.08,-87.02,87.11,87.02,-87.66,0.35,2484,-10386,2172,0,LEFT,0
-5.82,-83.85,84.69,83.85,-87.07,0.22,4122,-3656,4655,0,LEFT,0
-8.66,-81.75,86.21,81.75,-88.40,0.59,-763,3814,7535,0,LEFT,0
-21.21,-77.91,86.55,77.91,-88.57,0.65,-2256,-1963,10567,0,LEFT,0
-4.57,-77.69,87.91,77.69,-86.81,0.50,4040,-3600,9747,0,LEFT,0
-4.24,-88.12,81.38,88.12,-87.97,0.59,9865,-1532,10885,0,LEFT,0
-5.14,-85.40,82.07,85.40,-82.73,0.69,14247,825,10386,0,LEFT,0
160.36,89.71,-173.89,-89.71,71.60,174.04,2045,-4384,11088,0,LEFT,0
15.43,-88.93,72.73,88.93,89.45,0.50,325,1024,8154,0,LEFT,0
-1.54,-80.22,86.49,80.22,-72.00,0.62,-1199,587,9636,0,LEFT,0
-7.17,-80.86,87.46,80.86,-85.40,0.34,1828,-1189,9766,0,LEFT,0
4.41,-83.12,87.22,83.12,87.17,0.26,344,-306,1120,0,LEFT,0
-8.83,-84.66,82.90,84.66,-85.71,0.56,546,1241,647,0,LEFT,0
10.68,-76.99,88.78,76.99,86.34,0.40,571,601,-185,0,LEFT,0
-6.16,12.11,90.17,-12.11,-83.76,0.46,706,77,157,0,LEFT,0
-2.07,87.93,104.68,-87.93,-74.73,0.12,1488,-1610,841,0,LEFT,0
-3.64,-87.33,83.02,87.33,-80.30,0.53,34,953,389,0,LEFT,0
4.12,-84.78,87.30,84.78,82.00,0.31,1243,1881,-1515,0,LEFT,0
-3.77,-88.07,84.88,88.07,-82.05,0.37,-145,2939,752,0,LEFT,0
1.38,-86.22,82.16,86.22,72.34,0.64,-3345,-906,1243,0,LEFT,0
4.52,-88.36,85.43,88.36,81.23,0.44,3966,774,818,0,LEFT,0
-131.75,-89.69,-138.25,-89.69,-89.69,180.00,7270,-19327,-277,0,LEFT,0
45.00,89.99,105.66,-89.99,89.83,0.17,-1715,-18319,3052,0,LEFT,0
-0.35,82.98,94.37,-82.98,-31.53,0.52,-588,-793,-44,0,LEFT,0
-1.39,-89.88,74.82,89.88,-63.67,0.50,800,1436,272,0,LEFT,0
8.08,-88.58,70.56,88.58,85.86,0.26,-436,-309,-176,0,LEFT,0
1.34,-88.07,75.63,88.07,73.42,0.49,2342,2319,-273,0,LEFT,0
-4.67,-79.24,86.67,79.24,-83.25,0.49,-898,-639,745,0,LEFT,0
-1.31,-86.19,83.76,86.19,-73.82,0.60,-34,193,-298,0,LEFT,0
-1.30,-87.60,85.27,87.60,-79.52,0.58,-4,305,-414,0,LEFT,0
-1.01,-83.37,85.89,83.37,-72.73,0.54,75,295,-613,0,LEFT,0
-1.13,-89.00,85.05,89.00,-79.56,0.27,133,820,-752,0,LEFT,0
-0.96,-81.90,85.77,81.90,-63.16,0.29,59,217,-1244,0,LEFT,0
-1.82,-78.74,86.85,78.74,-79.27,0.52,-7,401,-2927,0,LEFT,0
-2.67,-80.73,86.96,80.73,-85.66,0.30,-275,562,-2246,0,LEFT,0
-1.32,-85.42,84.45,85.42,-67.41,0.60,42,390,20,0,LEFT,0
-1.34,-81.50,85.72,81.50,-65.30,0.48,11,439,0,0,LEFT,0
-0.94,-83.31,85.16,83.31,-67.72,0.17,118,261,-2,0,LEFT,0
-1.53,-80.55,86.22,80.55,-83.28,0.46,59,413,27,0,LEFT,0
-1.39,-81.62,85.89,81.62,-84.56,0.53,123,199,3,0,LEFT,0
-1.55,-86.66,85.86,86.66,-70.65,0.40,49,371,9,0,LEFT,0
-1.37,-82.53,85.78,82.53,-75.60,0.61,58,350,-6,0,LEFT,0
-1.34,-81.77,85.88,81.77,-73.48,0.36,75,283,6,0,LEFT,0
-1.15,-84.62,85.08,84.62,-69.39,0.37,104,264,-15,0,LEFT,0
-1.19,-82.74,85.60,82.74,-68.27,0.53,73,289,5,0,LEFT,0
-1.48,-85.14,85.70,85.14,-75.35,0.57,74,273,-14,0,LEFT,0
-1.37,-82.73,85.73,82.73,-82.60,0.53,64,275,-2,0,LEFT,0
-1.40,-88.12,85.41,88.12,-67.21,0.38,72,275,-12,0,LEFT,0
-0.96,-83.42,85.59,83.42,-64.25,0.40,92,260,-13,0,LEFT,0
-1.63,-82.69,86.08,82.69,-77.18,0.59,87,274,10,0,LEFT,0
-1.17,-84.14,85.44,84.14,-79.56,0.35,83,286,-7,0,LEFT,0
-1.33,-83.70,85.68,83.70,-71.76,0.54,80,279,9,0,LEFT,0
-1.51,-87.53,85.57,87.53,-67.60,0.13,101,276,-7,0,LEFT,0
-1.51,-83.93,85.09,83.93,-78.99,0.54,79,279,-15,0,LEFT,0
-1.05,-82.65,85.54,82.65,-72.39,0.58,76,278,34,0,LEFT,0
-1.14,-87.88,85.61,87.88,-80.57,0.42,75,305,24,0,LEFT,0
-1.56,-84.47,85.85,84.47,-69.12,0.45,84,280,-12,0,LEFT,0
-1.54,-82.51,85.44,82.51,-86.60,0.55,83,279,15,0,LEFT,0
-0.99,-83.15,85.42,83.15,-72.14,0.34,99,288,-24,0,LEFT,0
-2.86,-88.98,78.74,88.98,-82.62,0.65,103,-25,-239,0,LEFT,0
0.22,-87.00,83.12,87.00,24.92,0.44,101,196,-82,0,LEFT,0
-1.61,-86.26,85.04,86.26,-72.89,0.50,70,301,4,0,LEFT,0
-1.64,-83.52,85.26,83.52,-81.39,0.57,86,303,14,0,LEFT,0
-1.34,-83.11,85.41,83.11,-70.26,0.50,82,277,-10,0,LEFT,0
-1.26,-89.48,85.66,89.48,-63.62,0.59,78,289,23,0,LEFT,0
-1.08,-82.04,85.52,82.04,-80.42,0.60,58,275,2,0,LEFT,0
-1.70,-85.11,85.25,85.11,-75.12,0.25,71,294,-2,0,LEFT,0
-1.27,-85.61,85.57,85.61,-66.06,0.41,60,304,-16,0,LEFT,0
-1.42,-87.48,85.32,87.48,-69.03,0.39,83,293,34,0,LEFT,0
-1.26,-84.02,85.39,84.02,-64.04,0.18,76,267,4,0,LEFT,0
-1.35,-83.40,85.43,83.40,-82.04,0.40,70,277,-3,0,LEFT,0
-1.10,-89.54,85.00,89.54,-74.69,0.26,93,268,-16,0,LEFT,0
-1.18,-82.08,85.51,82.08,-66.22,0.42,70,318,-5,0,LEFT,0
-1.31,-82.26,85.66,82.26,-64.59,0.47,72,296,-2,0,LEFT,0
-1.31,-83.04,85.27,83.04,-66.01,0.34,81,261,1,0,LEFT,0
-1.29,-85.33,85.41,85.33,-72.19,0.37,71,261,7,0,LEFT,0
-0.83,-87.32,85.49,87.32,-56.88,0.07,81,281,16,0,LEFT,0
-1.22,-83.73,85.17,83.73,-77.08,0.54,83,290,21,0,LEFT,0
-1.36,-83.97,85.19,83.97,-76.98,0.50,72,275,2,0,LEFT,0
-2.14,-82.67,86.11,82.67,-79.22,0.16,56,250,2,0,LEFT,0
0.91,-87.87,85.71,87.87,84.31,0.18,8,-392,-283,0,LEFT,0
-12.81,80.76,94.22,-80.76,-87.44,0.87,22,463,-4141,0,LEFT,0
82.60,-89.17,5.28,89.17,88.75,4.48,1722,823,-6535,0,LEFT,0
2.24,-89.07,70.87,89.07,80.22,0.45,609,542,-2634,0,LEFT,0
-0.87,-86.44,81.13,86.44,-63.58,0.22,1122,2024,3452,0,LEFT,0
-2.32,-82.15,87.85,82.15,-86.01,0.52,1534,1185,5259,0,LEFT,0
5.08,-87.11,79.18,87.11,83.09,0.46,857,896,12079,0,LEFT,0
-27.63,-87.09,81.23,87.09,-88.41,0.71,52,-1225,19342,0,LEFT,0
6.05,-78.23,87.61,78.23,87.52,0.55,2577,-84,25718,0,LEFT,0
6.20,-78.16,88.05,78.16,86.78,0.14,196,-178,25236,0,LEFT,0
-1.49,-88.10,73.72,88.10,-67.77,0.62,2907,82,23652,0,LEFT,0
5.69,53.68,90.33,-53.68,88.65,0.51,2614,3648,21817,0,LEFT,0
-7.69,-77.33,88.22,77.33,-86.16,0.48,1032,-1269,19867,0,LEFT,0
-15.75,-85.93,83.16,85.93,-88.91,0.54,2473,445,17694,0,LEFT,0
2.61,-84.56,83.74,84.56,89.26,0.25,1569,-111,11032,0,LEFT,0
0.29,-84.96,84.00,84.96,34.07,0.27,-224,333,5872,0,LEFT,0
0.03,-81.72,87.32,81.72,3.35,0.27,362,188,2039,0,LEFT,0
-0.45,-86.33,87.53,86.33,-74.59,0.62,121,234,-81,0,LEFT,0
-1.79,-85.18,85.57,85.18,-71.14,0.36,9,288,-4,0,LEFT,0
-0.94,-88.69,86.18,88.69,-71.83,0.58,115,315,17,0,LEFT,0
-1.73,-82.66,85.26,82.66,-76.18,0.16,67,319,39,0,LEFT,0
-2.03,-81.91,87.15,81.91,-78.72,0.32,109,242,-10,0,LEFT,0
-1.09,-86.72,84.24,86.72,-64.60,0.27,24,318,18,0,LEFT,0
